epoch,train_loss,train_acc,val_loss,val_acc
0,0.6606456619228809,0.5971268701138934,0.7284186355272929,0.6335185185185185
1,0.6235001467659994,0.6458589626572483,0.681223623752594,0.6644444444444444
2,0.5992777499223724,0.6682804873209255,0.6754376114739312,0.7037037037037037
3,0.5829178231773038,0.6859002341362752,0.6950605297088623,0.7057407407407408
4,0.5694856227654491,0.695265685146236,0.6659905728587397,0.7433333333333333
5,0.5558688620171571,0.7102265962935037,0.6810481534180818,0.7435185185185185
6,0.5480505476899559,0.7170522639787293,0.683918099226775,0.76
7,0.5357742970289313,0.7276876066510576,0.6796806243613914,0.7488888888888889
8,0.5263658411763041,0.7314179134092623,0.6753989118999905,0.7587037037037037
9,0.5136956465501471,0.7432437795150602,0.6636043357849121,0.7712962962962963
10,0.501035622363617,0.7497519742846939,0.6310549419897574,0.7955555555555556
11,0.49548899556325776,0.7518552323504901,0.6562720600763957,0.7898148148148149
12,0.48228704800763106,0.7625302591372674,0.6276909630386918,0.7859259259259259
13,0.4774216701309693,0.7639985713718799,0.6078228761531689,0.795
14,0.4722534645405518,0.7677288781300845,0.6160575719232912,0.7925925925925926
15,0.46830453029668273,0.7782848525735149,0.603131574789683,0.7914814814814815
16,0.45875650069435236,0.7791975872058415,0.601575060111505,0.787962962962963
17,0.4584858944157356,0.7794753760069844,0.5850167019278915,0.8042592592592592
18,0.4530079242806447,0.7818167387594745,0.6074512252984223,0.792037037037037
19,0.447315394424545,0.7872534624389856,0.5716350230464229,0.8072222222222222
20,0.44150737262694967,0.7903885074804555,0.5723911308359216,0.8046296296296296
21,0.4452751471193006,0.7867772530655979,0.5448495483398438,0.8111111111111111
22,0.43534054709267495,0.791936187943966,0.5433159779619288,0.8116666666666666
23,0.4329443573006216,0.791975872058415,0.5540435946870733,0.802037037037037
24,0.4303150624036789,0.7936822889797214,0.5381214755552787,0.8174074074074074
25,0.4282578986875599,0.79491249652764,0.544929752084944,0.8183333333333334
26,0.4240772746465533,0.7986031191713957,0.5375229709678226,0.8144444444444444
27,0.41953845424246666,0.7999920631771102,0.5391849442764565,0.8151851851851852
