epoch,train_loss,train_acc,val_loss,val_acc
0,0.6948926900395282,0.5000793650793651,0.7943490002773426,0.5048148148148148
1,0.6936509233289564,0.4986507936507937,0.7878178880832813,0.5007407407407407
2,0.6934284957381069,0.49976190476190474,0.7463502648141649,0.512962962962963
3,0.6932422955175341,0.5025793650793651,0.7278229656042876,0.5007407407407407
4,0.6923737903385598,0.5115873015873016,0.8335264416094179,0.5722222222222222
5,0.6619887454104303,0.6199206349206349,0.8991447741897017,0.6827777777777778
6,0.621155839697056,0.6665079365079365,0.8386136506221913,0.6759259259259259
7,0.5894991093253726,0.686031746031746,0.8052085055245294,0.6896296296296296
8,0.571623673407257,0.7000396825396825,0.7025117097077547,0.7759259259259259
9,0.5512261838855477,0.7185317460317461,0.7310208648222464,0.772962962962963
10,0.5323337527928014,0.7283333333333334,0.8048539058367411,0.7379629629629629
11,0.5232344827600542,0.7371825396825397,0.697072742956656,0.8044444444444444
12,0.5058386552001014,0.7531746031746032,0.7753748884907475,0.7783333333333333
13,0.49978087161700735,0.7556349206349207,0.6790153699009507,0.8264814814814815
14,0.4865761373173162,0.7668650793650794,0.7232905167120475,0.7964814814814815
15,0.48042889387550086,0.7724603174603175,0.6916729851122255,0.8351851851851851
16,0.4689759267730459,0.7807142857142857,0.7034683312310113,0.8344444444444444
17,0.4559654335344806,0.7864682539682539,0.6854873692547834,0.8431481481481482
18,0.4478378937140032,0.790079365079365,0.6850556219507147,0.840925925925926
19,0.44512637394485133,0.7942857142857143,0.6381727292802599,0.8594444444444445
20,0.43344935801277307,0.8034126984126985,0.7175834928618537,0.8262962962962963
21,0.42090006376886124,0.8085714285714286,0.7111525673336453,0.8196296296296296
22,0.422720732138998,0.8089285714285714,0.6604632615160059,0.8598148148148148
23,0.4138203908873694,0.8132142857142857,0.623496986495124,0.8711111111111111
24,0.40724208485807867,0.816031746031746,0.6442705064349704,0.8481481481481481
25,0.39625542809439795,0.8246031746031746,0.607556218041314,0.8716666666666667
26,0.39291891686353586,0.8259920634920634,0.5755326877258442,0.8744444444444445
27,0.38350911279620253,0.8321825396825396,0.5868562522640934,0.8753703703703704
28,0.3855840216206415,0.830595238095238,0.5523358739746942,0.8859259259259259
29,0.3749404318895437,0.8331746031746031,0.5894176221335375,0.8785185185185185
30,0.36687540994758533,0.8385714285714285,0.5533409278481095,0.8875925925925926
31,0.3602237948003759,0.8443253968253969,0.5500764709490317,0.8962962962962963
32,0.36014350849737975,0.8421428571428572,0.5484744873311784,0.894074074074074
33,0.3511839988570528,0.8465079365079365,0.5314248229839184,0.8985185185185185
34,0.3434296243252034,0.8492460317460317,0.527210881974962,0.8977777777777778
35,0.3429671207036312,0.8538492063492064,0.5413269979865463,0.887962962962963
36,0.33414506594541715,0.8574603174603175,0.5287639624101145,0.9009259259259259
37,0.3361146249501082,0.8551190476190477,0.514235009264063,0.9070370370370371
38,0.33807501185515204,0.8559523809523809,0.5176082065370348,0.9033333333333333
39,0.3325980591781551,0.8567063492063492,0.5068257017488833,0.907962962962963
40,0.32177802217831164,0.8609523809523809,0.5228509258340907,0.897962962962963
41,0.32246432999895913,0.8637698412698412,0.497995221791444,0.9107407407407407
42,0.3172036335155897,0.8671825396825397,0.49522887742077865,0.909074074074074
43,0.31526589748180156,0.866904761904762,0.5110581781246044,0.9025925925925926
44,0.31249230474157985,0.8683333333333333,0.5147481567771347,0.9081481481481481
45,0.3099246283492007,0.8691666666666666,0.49004265127358615,0.9125925925925926
46,0.3081795293648685,0.8693253968253968,0.48728826734754777,0.9138888888888889
47,0.3038672363754305,0.8711507936507936,0.47792003432909647,0.9172222222222223
48,0.30114326925787527,0.8739285714285714,0.48881088698351827,0.9159259259259259
49,0.29840119068657384,0.8746428571428572,0.48289987661220407,0.9187037037037037
50,0.29915952711805777,0.8739285714285714,0.4901401876520228,0.9181481481481482
51,0.30037549142796677,0.8735714285714286,0.4881630978760896,0.9194444444444444
52,0.29239136330442983,0.8781746031746032,0.4835051512718201,0.9194444444444444
53,0.29376566108448554,0.8776984126984126,0.4889703358544244,0.9214814814814815
54,0.29153069970079787,0.878531746031746,0.4788464669828062,0.9196296296296296
55,0.2910327234206163,0.8796825396825397,0.48002327035974574,0.92
56,0.2885775010333146,0.8802380952380953,0.47889807709941157,0.9192592592592592
57,0.2897279424507757,0.8801190476190476,0.4801438508210359,0.917962962962963
58,0.2879845988251231,0.8802380952380953,0.4744666020516996,0.9194444444444444
59,0.2901539507364561,0.8796825396825397,0.47832637486634433,0.9214814814814815
60,0.34850861561404267,0.8492460317460317,0.5794338719933121,0.8740740740740741
61,0.3494682480689838,0.8481746031746031,0.53610564355497,0.8920370370370371
62,0.34879148565232754,0.8502380952380952,0.5528430193441886,0.8911111111111111
63,0.3504505059138167,0.8497222222222223,0.5360630925496419,0.8988888888888888
64,0.3517607422781929,0.8486904761904762,0.5380448037606699,0.8981481481481481
65,0.3418820480896434,0.8562698412698413,0.537116375764211,0.8922222222222222
66,0.3355520954308322,0.8548015873015873,0.5190847406563935,0.8974074074074074
67,0.33544694848812473,0.8563492063492063,0.5131208435694377,0.8890740740740741
68,0.3301065294781161,0.8584920634920635,0.4599590124907317,0.9131481481481482
69,0.32366886124166133,0.8638888888888889,0.4885807684615806,0.9031481481481481
70,0.32582465742672156,0.8606746031746032,0.494506373140547,0.9014814814814814
71,0.3249800250993162,0.8607142857142858,0.5302441544885989,0.8772222222222222
72,0.31315365757055696,0.8681746031746032,0.477515338394377,0.9025925925925926
73,0.3189194242323413,0.8644444444444445,0.4397558711193226,0.9207407407407407
74,0.30653918653650936,0.8722619047619048,0.45175047128288837,0.9111111111111111
75,0.3106398540194416,0.8680555555555556,0.48789221507531627,0.8966666666666666
76,0.3028329507480872,0.8740873015873016,0.5452861770877132,0.8762962962962964
77,0.30920148619124427,0.8710714285714286,0.5314020366138882,0.8764814814814815
78,0.30148728988913415,0.8745238095238095,0.46669003583766794,0.9053703703703704
79,0.29215099385509335,0.878531746031746,0.4440473564907357,0.9225925925925926
80,0.28694113960423445,0.8797619047619047,0.49692187419644107,0.8987037037037037
81,0.28964744252980057,0.8801984126984127,0.46077062761342086,0.92
82,0.28631793099649366,0.8815079365079365,0.48368187127289947,0.9059259259259259
83,0.28638311856553944,0.8811904761904762,0.465868885340514,0.9094444444444445
84,0.2754720695940825,0.8859523809523809,0.4451801632510291,0.9205555555555556
85,0.28227241841726347,0.8842063492063492,0.4717590535128558,0.9218518518518518
86,0.27509085124897475,0.8862698412698413,0.4429746024696915,0.9196296296296296
87,0.27773144185013576,0.8853968253968254,0.4342150804731581,0.9255555555555556
88,0.27020917574728504,0.8913888888888889,0.4348874443548697,0.9246296296296296
89,0.2649009969926954,0.891468253968254,0.4444741263212981,0.9174074074074074
90,0.27201066150088904,0.888968253968254,0.43856880135006376,0.9309259259259259
91,0.2593283963479518,0.8925396825396825,0.42255886241241736,0.9296296296296296
92,0.2546257039787352,0.8956349206349207,0.41530434829217416,0.935
93,0.25324927980486817,0.8955555555555555,0.4823558611339993,0.9016666666666666
94,0.25931686246153063,0.8937301587301587,0.4381844003112228,0.9225925925925926
95,0.24853119459286863,0.898531746031746,0.4344628540674845,0.9325925925925926
96,0.24894860353283016,0.8994841269841269,0.4438309927781423,0.9257407407407408
